COUNTRY_SHORT_NAME,COUNTRY_ALPHA_3_CODE,COUNTRY_ALPHA_2_CODE,PROVINCE_STATE_NAME,COUNTY_NAME,COUNTY_FIPS_NUMBER,GEO_LATITUDE,GEO_LONGITUDE,GEO_REGION_POPULATION_COUNT,DATA_SOURCE_NAME
Afghanistan,AFG,AF,,,,34.023,65.5267,38041757,United Nations - 2019 Median
Albania,ALB,AL,,,,40.654,20.076,2880913,United Nations - 2019 Median
Algeria,DZA,DZ,,,,28.6045,2.64,43053054,United Nations - 2019 Median
Andorra,AND,AD,,,,42.5425,1.5893,77146,United Nations - 2019 Median
Angola,AGO,AO,,,,-12.836,17.808,31825299,United Nations - 2019 Median
Anguilla,AIA,AI,,,,18.2177,-63.0406,14872,United Nations - 2019 Median
Antigua and Barbuda,ATG,AG,,,,17.625,-61.786,97115,United Nations - 2019 Median
Argentina,ARG,AR,,,,-33.166,-64.31,44780675,United Nations - 2019 Median
Armenia,ARM,AM,,,,40.56,44.449,2957728,United Nations - 2019 Median
Aruba,ABW,AW,,,,12.5176,-69.9818,106310,United Nations - 2019 Median
Australia,AUS,AU,Australian Capital Territory,,,-35.5,149,428100,JHU CSSE Lookup Table
Australia,AUS,AU,New South Wales,,,-33,146,8118000,JHU CSSE Lookup Table
Australia,AUS,AU,Northern Territory,,,-20,134,245600,JHU CSSE Lookup Table
Australia,AUS,AU,Queensland,,,-20,145,5115500,JHU CSSE Lookup Table
Australia,AUS,AU,South Australia,,,-30,135,1756500,JHU CSSE Lookup Table
Australia,AUS,AU,Tasmania,,,-42,147,535500,JHU CSSE Lookup Table
Australia,AUS,AU,Victoria,,,-37,145,6629900,JHU CSSE Lookup Table
Australia,AUS,AU,Western Australia,,,-25,122,2630600,JHU CSSE Lookup Table
Austria,AUT,AT,,,,47.65,14.705,8955108,United Nations - 2019 Median
Azerbaijan,AZE,AZ,,,,40.46,47.883,10047719,United Nations - 2019 Median
Bahamas,BHS,BS,,,,24.7032,-78.0455,389486,United Nations - 2019 Median
Bahrain,BHR,BH,,,,26.025,50.5534,1641164,United Nations - 2019 Median
Bangladesh,BGD,BD,,,,24.598,90.1963,163046173,United Nations - 2019 Median
Barbados,BRB,BB,,,,13.1898,-59.559,287021,United Nations - 2019 Median
Belarus,BLR,BY,,,,53.3292,27.9492,9452409,United Nations - 2019 Median
Belgium,BEL,BE,,,,50.6745,4.4588,11539326,United Nations - 2019 Median
Belize,BLZ,BZ,,,,17.108,-88.744,390351,United Nations - 2019 Median
Benin,BEN,BJ,,,,10.478,2.274,11801151,United Nations - 2019 Median
Bermuda,BMU,BM,,,,32.3019,-64.7737,62508,United Nations - 2019 Median
Bhutan,BTN,BT,,,,27.5342,90.3002,763094,United Nations - 2019 Median
Bolivia,BOL,BO,,,,-16.71,-65.183,11513102,United Nations - 2019 Median
"Bonaire, Sint Eustatius and Saba",BES,BQ,,,,12.1671,-68.2465,25983,United Nations - 2019 Median
Bosnia and Herzegovina,BIH,BA,,,,44.342,17.804,3300998,United Nations - 2019 Median
Botswana,BWA,BW,,,,-22.126,23.662,2303703,United Nations - 2019 Median
Brazil,BRA,BR,,,,-11.694,-48.978,211049519,United Nations - 2019 Median
British Virgin Islands,VGB,VG,,,,18.4204,-64.64,30033,United Nations - 2019 Median
Brunei,BRN,BN,,,,4.452,114.557,433296,United Nations - 2019 Median
Bulgaria,BGR,BG,,,,42.625,24.521,7000117,United Nations - 2019 Median
Burkina Faso,BFA,BF,,,,12.673,-1.226,20321383,United Nations - 2019 Median
Burma,BUR,BU,,,,21.841,96.05,54045422,United Nations - 2019 Median
Burundi,BDI,BI,,,,-3.333,29.749,11530577,United Nations - 2019 Median
Cabo Verde,CPV,CV,,,,15.416,-23.36,549936,United Nations - 2019 Median
Cambodia,KHM,KH,,,,12.69,104.444,16486542,United Nations - 2019 Median
Cameroon,CMR,CM,,,,4.4,12.131,25876387,United Nations - 2019 Median
Canada,CAN,CA,Alberta,,,53.41,-114.42,4413146,JHU CSSE Lookup Table
Canada,CAN,CA,British Columbia,,,54.9464,-125.1024,5110917,JHU CSSE Lookup Table
Canada,CAN,CA,Manitoba,,,55.0085,-97.1771,1377517,JHU CSSE Lookup Table
Canada,CAN,CA,New Brunswick,,,46.57,-66.41,779993,JHU CSSE Lookup Table
Canada,CAN,CA,Newfoundland and Labrador,,,53.63,-61.37,521365,JHU CSSE Lookup Table
Canada,CAN,CA,Northwest Territories,,,64.45,-120.2,44904,JHU CSSE Lookup Table
Canada,CAN,CA,Nova Scotia,,,45,-63.58,977457,JHU CSSE Lookup Table
Canada,CAN,CA,Nunavut,,,64.02,-96.38,38780,JHU CSSE Lookup Table
Canada,CAN,CA,Ontario,,,50.94,-84.75,14711827,JHU CSSE Lookup Table
Canada,CAN,CA,Prince Edward Island,,,46.32,-63.19,158158,JHU CSSE Lookup Table
Canada,CAN,CA,Quebec,,,53.02,-72.58,8537674,JHU CSSE Lookup Table
Canada,CAN,CA,Saskatchewan,,,54.49,-105.68,1181666,JHU CSSE Lookup Table
Canada,CAN,CA,Yukon,,,62.86,-135.76,41078,JHU CSSE Lookup Table
Cayman Islands,CYM,KY,,,,19.3299,-81.1715,64948,United Nations - 2019 Median
Central African Republic,CAF,CF,,,,7.043,21.424,4745179,United Nations - 2019 Median
Chad,TCD,TD,,,,15.981,18.781,15946882,United Nations - 2019 Median
Channel Islands,GBR,GB,,,,49.4632,-2.5827,172264,United Nations - 2019 Median
Chile,CHL,CL,,,,-23.176,-69.201,18952035,United Nations - 2019 Median
China,CHN,CN,Anhui,,,32.061,117.1516,63240000,JHU CSSE Lookup Table
China,CHN,CN,Beijing,,,40.2554,116.6397,21540000,JHU CSSE Lookup Table
China,CHN,CN,Chongqing,,,30.2037,107.8789,31020000,JHU CSSE Lookup Table
China,CHN,CN,Fujian,,,25.9843,118.035,39410000,JHU CSSE Lookup Table
China,CHN,CN,Gansu,,,37.8668,102.2829,26370000,JHU CSSE Lookup Table
China,CHN,CN,Guangdong,,,22.8962,112.4196,113460000,JHU CSSE Lookup Table
China,CHN,CN,Guangxi,,,23.9155,108.9991,49260000,JHU CSSE Lookup Table
China,CHN,CN,Guizhou,,,26.9463,106.6586,36000000,JHU CSSE Lookup Table
China,CHN,CN,Hainan,,,19.1638,109.6305,9340000,JHU CSSE Lookup Table
China,CHN,CN,Hebei,,,39.4094,115.652,75560000,JHU CSSE Lookup Table
China,CHN,CN,Heilongjiang,,,48.7465,127.6013,37730000,JHU CSSE Lookup Table
China,CHN,CN,Henan,,,33.9126,113.0925,96050000,JHU CSSE Lookup Table
China,CHN,CN,Hong Kong,,,22.3193,114.1694,7496988,JHU CSSE Lookup Table
China,CHN,CN,Hubei,,,31.1761,112.8612,59170000,JHU CSSE Lookup Table
China,CHN,CN,Hunan,,,27.4176,111.3884,68990000,JHU CSSE Lookup Table
China,CHN,CN,Inner Mongolia,,,45.9377,119.0298,25340000,JHU CSSE Lookup Table
China,CHN,CN,Jiangsu,,,32.9714,119.5828,80510000,JHU CSSE Lookup Table
China,CHN,CN,Jiangxi,,,27.3189,115.4924,46480000,JHU CSSE Lookup Table
China,CHN,CN,Jilin,,,43.6442,126.1692,27040000,JHU CSSE Lookup Table
China,CHN,CN,Liaoning,,,41.1486,122.451,43590000,JHU CSSE Lookup Table
China,CHN,CN,Macau,,,22.1987,113.5439,649342,JHU CSSE Lookup Table
China,CHN,CN,Ningxia,,,37.3426,105.986,6880000,JHU CSSE Lookup Table
China,CHN,CN,Qinghai,,,35.4964,96.1052,6030000,JHU CSSE Lookup Table
China,CHN,CN,Shaanxi,,,35.7434,109.5496,38640000,JHU CSSE Lookup Table
China,CHN,CN,Shandong,,,36.3464,118.0429,100470000,JHU CSSE Lookup Table
China,CHN,CN,Shanghai,,,31.1015,121.3701,24240000,JHU CSSE Lookup Table
China,CHN,CN,Shanxi,,,37.7257,112.3455,37180000,JHU CSSE Lookup Table
China,CHN,CN,Sichuan,,,30.2696,102.2976,83410000,JHU CSSE Lookup Table
China,CHN,CN,Tianjin,,,39.4079,117.3391,15600000,JHU CSSE Lookup Table
China,CHN,CN,Tibet,,,32.0101,87.0364,3440000,JHU CSSE Lookup Table
China,CHN,CN,Xinjiang,,,42.1974,88.1541,24870000,JHU CSSE Lookup Table
China,CHN,CN,Yunnan,,,25.2644,101.3868,48300000,JHU CSSE Lookup Table
China,CHN,CN,Zhejiang,,,29.1938,119.7808,57370000,JHU CSSE Lookup Table
Colombia,COL,CO,,,,3.794,-73.606,50339443,United Nations - 2019 Median
Comoros,COM,KM,,,,-11.6527,43.3307,850891,United Nations - 2019 Median
Congo (Brazzaville),COG,CG,,,,0.509,16.08,5380504,United Nations - 2019 Median
Congo (Kinshasa),COD,CD,,,,-1.418,23.607,86790568,United Nations - 2019 Median
Costa Rica,CRI,CR,,,,10.126,-84.075,5047561,United Nations - 2019 Median
Cote d'Ivoire,CIV,CI,,,,7.497,-5.336,25716554,United Nations - 2019 Median
Croatia,HRV,HR,,,,45.754,16.385,4130299,United Nations - 2019 Median
Cuba,CUB,CU,,,,20.571,-76.456,11333484,United Nations - 2019 Median
Curacao,CUW,CW,,,,12.2129,-69.0407,163423,United Nations - 2019 Median
Cyprus,CYP,CY,,,,34.894,32.928,1198574,United Nations - 2019 Median
Czechia,CZE,CZ,,,,49.848,15.2812,10689213,United Nations - 2019 Median
Denmark,DNK,DK,,,,56.113,9.096,5771877,United Nations - 2019 Median
Djibouti,DJI,DJ,,,,11.41,42.165,973557,United Nations - 2019 Median
Dominica,DMA,DM,,,,15.4238,-61.3411,71808,United Nations - 2019 Median
Dominican Republic,DOM,DO,,,,19.01,-70.1685,10738957,United Nations - 2019 Median
Ecuador,ECU,EC,,,,-1.151,-78.308,17373657,United Nations - 2019 Median
Egypt,EGY,EG,,,,26.16,28.742,100388076,United Nations - 2019 Median
El Salvador,SLV,SV,,,,13.848,-89.229,6453550,United Nations - 2019 Median
Equatorial Guinea,GNQ,GQ,,,,1.6342,10.4695,1355982,United Nations - 2019 Median
Eritrea,ERI,ER,,,,15.982,38.02,3497117,United Nations - 2019 Median
Estonia,EST,EE,,,,58.777,25.977,1325649,United Nations - 2019 Median
Eswatini,SWZ,SZ,,,,-26.5203,31.4607,1148133,United Nations - 2019 Median
Ethiopia,ETH,ET,,,,8.435,38.786,112078727,United Nations - 2019 Median
Falkland Islands (Malvinas),FLK,FK,,,,-51.663,-58.685,3372,United Nations - 2019 Median
Faroe Islands,FRO,FO,,,,62.1252,-7.0174,48677,United Nations - 2019 Median
Fiji,FJI,FJ,,,,-17.7941,177.9783,889955,United Nations - 2019 Median
Finland,FIN,FI,,,,62.716,26.192,5532159,United Nations - 2019 Median
France,FRA,FR,,,,46.656,2.543,65129731,United Nations - 2019 Median
French Guiana,GUF,GF,,,,3.9351,-53.0359,290823,United Nations - 2019 Median
French Polynesia,PYF,PF,,,,-17.529,-149.53,279285,United Nations - 2019 Median
Gabon,GAB,GA,,,,-0.406,11.914,2172578,United Nations - 2019 Median
Gambia,GMB,GM,,,,13.499,-14.641,2347696,United Nations - 2019 Median
Georgia,GEO,GE,,,,42.05,43.576,3996762,United Nations - 2019 Median
Germany,DEU,DE,,,,51.3819,9.9877,83517046,United Nations - 2019 Median
Ghana,GHA,GH,,,,7.258,-1.062,30417858,United Nations - 2019 Median
Gibraltar,GIB,GI,,,,36.134,-5.3482,33706,United Nations - 2019 Median
Greece,GRC,EL,,,,39.787,21.617,10473452,United Nations - 2019 Median
Greenland,GRL,GL,,,,71,-39,56660,United Nations - 2019 Median
Grenada,GRD,GD,,,,12.111,-61.6867,112002,United Nations - 2019 Median
Guadeloupe,GLP,GP,,,,16.2495,-61.5527,400048,United Nations - 2019 Median
Guatemala,GTM,GT,,,,15.124,-90.711,17581476,United Nations - 2019 Median
Guinea,GIN,GN,,,,10.599,-10.907,12771246,United Nations - 2019 Median
Guinea-Bissau,GNB,GW,,,,12.191,-14.475,1920917,United Nations - 2019 Median
Guyana,GUY,GY,,,,5.17,-58.939,782775,United Nations - 2019 Median
Haiti,HTI,HT,,,,19.3175,-72.4205,11263079,United Nations - 2019 Median
Holy See,VAT,VA,,,,41.9038,12.4532,815,United Nations - 2019 Median
Honduras,HND,HN,,,,14.881,-87.123,9746115,United Nations - 2019 Median
Hungary,HUN,HU,,,,47.174,19.618,9684680,United Nations - 2019 Median
Iceland,ISL,IS,,,,64.826,-18.417,339037,United Nations - 2019 Median
India,IND,IN,,,,22.741,78.236,1366417756,United Nations - 2019 Median
Indonesia,IDN,ID,,,,-0.739,114.045,270625567,United Nations - 2019 Median
Iran,IRN,IR,,,,33.408,54.0418,82913893,United Nations - 2019 Median
Iraq,IRQ,IQ,,,,33.545,43.278,39309789,United Nations - 2019 Median
Ireland,IRL,IE,,,,53.214,-7.588,4882498,United Nations - 2019 Median
Isle of Man,IMN,IM,,,,54.2362,-4.5149,84589,United Nations - 2019 Median
Israel,ISR,IL,,,,30.992,34.834,8519373,United Nations - 2019 Median
Italy,ITA,IT,,,,44.3713,11.1084,60550092,United Nations - 2019 Median
Jamaica,JAM,JM,,,,18.163,-77.477,2948277,United Nations - 2019 Median
Japan,JPN,JP,,,,35.962,137.855,126860299,United Nations - 2019 Median
Jordan,JOR,JO,,,,30.681,36.279,10101697,United Nations - 2019 Median
Kazakhstan,KAZ,KZ,,,,48.866,69.772,18551428,United Nations - 2019 Median
Kenya,KEN,KE,,,,0.806,38.166,52573967,United Nations - 2019 Median
"Korea, South",KOR,KR,,,,36.338,128.16,51225321,United Nations - 2019 Median
Kosovo,XKX,XK,,,,42.546,20.921,0,United Nations - 2019 Median
Kuwait,KWT,KW,,,,29.3169,47.4272,4207077,United Nations - 2019 Median
Kyrgyzstan,KGZ,KG,,,,41.741,75.043,6415851,United Nations - 2019 Median
Laos,LAO,LA,,,,19.595,102.538,7169456,United Nations - 2019 Median
Latvia,LVA,LV,,,,57.017,25.0173,1906740,United Nations - 2019 Median
Lebanon,LBN,LB,,,,34.161,36.021,6855709,United Nations - 2019 Median
Lesotho,LSO,LS,,,,-29.446,28.371,2125267,United Nations - 2019 Median
Liberia,LBR,LR,,,,6.51,-9.33,4937374,United Nations - 2019 Median
Libya,LBY,LY,,,,27.24,17.571,6777453,United Nations - 2019 Median
Liechtenstein,LIE,LI,,,,47.1593,9.547,38020,United Nations - 2019 Median
Lithuania,LTU,LT,,,,55.342,24.23,2759631,United Nations - 2019 Median
Luxembourg,LUX,LU,,,,49.671,6.113,615730,United Nations - 2019 Median
Madagascar,MDG,MG,,,,-19.615,46.645,26969306,United Nations - 2019 Median
Malawi,MWI,MW,,,,-13.2731,33.7428,18628749,United Nations - 2019 Median
Malaysia,MYS,MY,,,,4.416,102.099,31949789,United Nations - 2019 Median
Maldives,MDV,MV,,,,4.221,73.463,530957,United Nations - 2019 Median
Mali,MLI,ML,,,,18.211,-2.209,19658023,United Nations - 2019 Median
Malta,MLT,MT,,,,35.9024,14.4137,440377,United Nations - 2019 Median
Marshall Islands,MHL,MH,,,,5.961,169.651,58791,United Nations - 2019 Median
Martinique,MTQ,MQ,,,,14.6366,-61.0154,375557,United Nations - 2019 Median
Mauritania,MRT,MR,,,,19.413,-10.6528,4525698,United Nations - 2019 Median
Mauritius,MUS,MU,,,,-20.2529,57.5902,1269670,United Nations - 2019 Median
Mayotte,MYT,YT,,,,-12.8252,45.1494,266153,United Nations - 2019 Median
Mexico,MEX,MX,,,,22.925,-101.68,127575529,United Nations - 2019 Median
Moldova,MDA,MD,,,,47.524,28.444,4043258,United Nations - 2019 Median
Monaco,MCO,MC,,,,43.7384,7.4243,38967,United Nations - 2019 Median
Mongolia,MNG,MN,,,,46.516,102.564,3225166,United Nations - 2019 Median
Montenegro,MNE,ME,,,,42.857,19.096,627988,United Nations - 2019 Median
Montserrat,MSR,MS,,,,16.7492,-62.1928,4991,United Nations - 2019 Median
Morocco,MAR,MA,,,,31.129,-7.355,36471766,United Nations - 2019 Median
Mozambique,MOZ,MZ,,,,-13.852,38.042,30366043,United Nations - 2019 Median
Namibia,NAM,NA,,,,-21.276,17.219,2494524,United Nations - 2019 Median
Nepal,NPL,NP,,,,28.2114,83.5608,28608715,United Nations - 2019 Median
Netherlands,NLD,NL,,,,52.1704,5.0102,17097123,United Nations - 2019 Median
New Caledonia,NCL,NC,,,,-21.02,165.062,282757,United Nations - 2019 Median
New Zealand,NZL,NZ,,,,-42.558,172.377,4783062,United Nations - 2019 Median
Nicaragua,NIC,NI,,,,12.692,-85.03,6545503,United Nations - 2019 Median
Niger,NER,NE,,,,16.996,9.915,23310719,United Nations - 2019 Median
Nigeria,NGA,NG,,,,9.3417,7.678,200963603,United Nations - 2019 Median
North Macedonia,MKD,MK,,,,41.636,21.676,2083458,United Nations - 2019 Median
Norway,NOR,NO,,,,61.3701,9.3031,5378859,United Nations - 2019 Median
Oman,OMN,OM,,,,19.85,56.25,4974992,United Nations - 2019 Median
Pakistan,PAK,PK,,,,28.1854,66.6429,216565317,United Nations - 2019 Median
Panama,PAN,PA,,,,8.348,-81.005,4246440,United Nations - 2019 Median
Papua New Guinea,PNG,PG,,,,-5.636,142.798,8776119,United Nations - 2019 Median
Paraguay,PRY,PY,,,,-23.266,-58.409,7044639,United Nations - 2019 Median
Peru,PER,PE,,,,-12.664,-72.98,32510462,United Nations - 2019 Median
Philippines,PHL,PH,,,,17.181,121.256,108116622,United Nations - 2019 Median
Poland,POL,PL,,,,52.442,19.72,37887771,United Nations - 2019 Median
Portugal,PRT,PT,,,,40.957,-7.9373,10226178,United Nations - 2019 Median
Qatar,QAT,QA,,,,25.3174,51.1522,2832071,United Nations - 2019 Median
Reunion,REU,RE,,,,-21.1313,55.537,888932,United Nations - 2019 Median
Romania,ROU,RO,,,,45.933,25.119,19364558,United Nations - 2019 Median
Russia,RUS,RU,,,,64.736,104.062,145872260,United Nations - 2019 Median
Rwanda,RWA,RW,,,,-1.887,29.904,12626938,United Nations - 2019 Median
Saint Barthelemy,BLM,BL,,,,17.9036,-62.8117,9853,United Nations - 2019 Median
Saint Kitts and Nevis,KNA,KN,,,,17.147,-62.58,52834,United Nations - 2019 Median
Saint Lucia,LCA,LC,,,,13.909,-60.9776,182795,United Nations - 2019 Median
Saint Pierre and Miquelon,SPM,PM,,,,46.9642,-56.3267,5821,United Nations - 2019 Median
Saint Vincent and the Grenadines,VCT,VC,,,,13.2528,-61.1949,110593,United Nations - 2019 Median
Samoa,WSM,WS,,,,-13.6221,-172.439,55312,United Nations - 2019 Median
San Marino,SMR,SM,,,,43.942,12.4611,33864,United Nations - 2019 Median
Sao Tome and Principe,STP,ST,,,,0.216,6.595,215048,United Nations - 2019 Median
Saudi Arabia,SAU,SA,,,,24.191,44.32,34268529,United Nations - 2019 Median
Senegal,SEN,SN,,,,15.044,-15.081,16296362,United Nations - 2019 Median
Serbia,SRB,RS,,,,44.021,20.699,8772228,United Nations - 2019 Median
Seychelles,SYC,SC,,,,-4.6841,55.4924,97741,United Nations - 2019 Median
Sierra Leone,SLE,SL,,,,8.677,-11.779,7813207,United Nations - 2019 Median
Singapore,SGP,SG,,,,1.3389,103.8297,5804343,United Nations - 2019 Median
Sint Maarten,SXM,SX,,,,18.034,-63.0544,42389,United Nations - 2019 Median
Slovakia,SVK,SK,,,,48.8595,19.4434,5457012,United Nations - 2019 Median
Slovenia,SVN,SI,,,,46.037,14.534,2078654,United Nations - 2019 Median
Solomon Islands,SLB,SB,,,,-9.5987,160.1487,669821,United Nations - 2019 Median
Somalia,SOM,SO,,,,2.875,43.446,15442906,United Nations - 2019 Median
South Africa,ZAF,ZA,,,,-31.7,23.441,58558267,United Nations - 2019 Median
South Sudan,SSD,SS,,,,7.1,30.48,11062114,United Nations - 2019 Median
Spain,ESP,ES,,,,40.617,-3.388,46736782,United Nations - 2019 Median
Sri Lanka,LKA,LK,,,,7.3,80.727,21323734,United Nations - 2019 Median
St Martin,MAF,MF,,,,18.0848,-63.0507,38002,United Nations - 2019 Median
Sudan,SDN,SD,,,,15.739,29.533,42813237,United Nations - 2019 Median
Suriname,SUR,SR,,,,4.248,-55.848,581363,United Nations - 2019 Median
Sweden,SWE,SE,,,,66.2188,19,10036391,United Nations - 2019 Median
Switzerland,CHE,CH,,,,46.7794,8.0329,8591361,United Nations - 2019 Median
Syria,SYR,SY,,,,35.303,38.322,17070132,United Nations - 2019 Median
Taiwan*,TWN,TW,,,,23.6091,120.8353,23773881,United Nations - 2019 Median
Tajikistan,TJK,TJ,,,,38.367,72.597,9321023,United Nations - 2019 Median
Tanzania,TZA,TZ,,,,-5.651,34.146,58005461,United Nations - 2019 Median
Thailand,THA,TH,,,,15.688,100.845,69625581,United Nations - 2019 Median
Timor-Leste,TLS,TL,,,,-8.856,125.556,129312,United Nations - 2019 Median
Togo,TGO,TG,,,,7.7,1.106,8082359,United Nations - 2019 Median
Trinidad and Tobago,TTO,TT,,,,10.4435,-61.2604,1394969,United Nations - 2019 Median
Tunisia,TUN,TN,,,,35.594,9.421,11694721,United Nations - 2019 Median
Turkey,TUR,TR,,,,39.144,34.188,83429607,United Nations - 2019 Median
Turks and Caicos Islands,TCA,TC,,,,21.7779,-71.7592,38194,United Nations - 2019 Median
Uganda,UGA,UG,,,,1.9392,32.7415,44269587,United Nations - 2019 Median
Ukraine,UKR,UA,,,,49.364,32.132,43993643,United Nations - 2019 Median
United Arab Emirates,ARE,AE,,,,23.9299,53.9031,9770526,United Nations - 2019 Median
United Kingdom,GBR,GB,,,,52.289,-1.259,67530161,United Nations - 2019 Median
United States,USA,US,Alabama,Autauga,1001,32.5081,-86.6513,55869,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Baldwin,1003,30.7725,-87.7842,223234,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Barbour,1005,31.8832,-85.3931,24686,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Bibb,1007,33.0388,-87.0967,22394,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Blount,1009,34.0126,-86.5339,57826,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Bullock,1011,32.0945,-85.7131,10101,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Butler,1013,31.7404,-86.6759,19448,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Calhoun,1015,33.7625,-85.8417,113605,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Chambers,1017,32.9225,-85.3942,33254,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Cherokee,1019,34.2345,-85.6478,26196,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Chilton,1021,32.8658,-86.665,44428,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Choctaw,1023,32.0048,-88.286,12589,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Clarke,1025,31.5888,-87.8145,23622,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Clay,1027,33.2947,-85.8155,13235,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Cleburne,1029,33.7164,-85.4945,14910,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Coffee,1031,31.399,-85.993,52342,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Colbert,1033,34.7368,-87.5953,55241,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Conecuh,1035,31.4682,-86.9508,12067,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Coosa,1037,32.9278,-86.2616,10663,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Covington,1039,31.2565,-86.4472,37049,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Crenshaw,1041,31.7415,-86.2967,13772,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Cullman,1043,34.0862,-86.9042,83768,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Dale,1045,31.4079,-85.6038,49172,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Dallas,1047,32.3888,-87.1278,37196,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,DeKalb,1049,34.5306,-85.7226,71513,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Elmore,1051,32.5877,-86.1519,81209,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Escambia,1053,31.1268,-87.158,36633,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Etowah,1055,34.0211,-86.0433,102268,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Fayette,1057,33.7201,-87.7385,16302,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Franklin,1059,34.4509,-87.844,31362,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Geneva,1061,31.0954,-85.839,26271,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Greene,1063,32.8362,-88.0005,8111,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Hale,1065,32.7441,-87.6382,14651,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Henry,1067,31.5417,-85.2284,17205,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Houston,1069,31.1562,-85.2809,105882,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Jackson,1071,34.7224,-86.0339,51626,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Jefferson,1073,33.5455,-86.8602,658573,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Lamar,1075,33.7932,-88.0966,13805,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Lauderdale,1077,34.87,-87.5844,92729,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Lawrence,1079,34.5516,-87.3181,32924,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Lee,1081,32.5787,-85.3621,164542,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Limestone,1083,34.7752,-87.0313,98915,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Lowndes,1085,32.1852,-86.6581,9726,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Macon,1087,32.4142,-85.7275,18068,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Madison,1089,34.7333,-86.5722,372909,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Marengo,1091,32.269,-87.7608,18863,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Marion,1093,34.1214,-87.918,29709,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Marshall,1095,34.3531,-86.3454,96774,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Mobile,1097,30.7466,-88.2172,413210,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Monroe,1099,31.5303,-87.3817,20733,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Montgomery,1101,32.2329,-86.2039,226486,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Morgan,1103,34.4947,-86.834,119679,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Perry,1105,32.5916,-87.2881,8923,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Pickens,1107,33.2663,-88.0727,19930,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Pike,1109,31.8394,-85.9279,33114,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Randolph,1111,33.3006,-85.4599,22722,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Russell,1113,32.2863,-85.1791,57961,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Shelby,1117,33.2829,-86.6796,217702,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,St. Clair,1115,33.6907,-86.3647,89512,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Sumter,1119,32.6525,-88.2171,12427,Census Bureau - 2019 Estimate
United States,USA,US,Alabama,Talladega,1121,33.402,-86.1457,79978,Census Bureau - 2019 Estimate
